Question,Answer,source,user_text,assistant_text,user_words,assistant_words,length_ratio,assistant_fkg
What does exercise do for our bodies?,"Exercise makes our hearts, muscles, and bones stronger. It helps us stay healthy and have energy to play!",child_qa,What does exercise do for our bodies?,"Exercise makes our hearts, muscles, and bones stronger. It helps us stay healthy and have energy to play!",7,18,2.5714285714285716,4.964444444444446
"If you spill something, is just cleaning it up part of the learning process?",Yes! And thinking about how to be more careful next time to prevent it from happening again.,child_qa,"If you spill something, is just cleaning it up part of the learning process?",Yes! And thinking about how to be more careful next time to prevent it from happening again.,14,17,1.2142857142857142,7.698823529411765
Is being kind to others a way of being a helper?,Definitely!  Even small acts of kindness can make someone's day better.,child_qa,Is being kind to others a way of being a helper?,Definitely!  Even small acts of kindness can make someone's day better.,11,11,1.0,8.009090909090911
"If you have a recipe that needs 2 cups of milk, but you only have a big 1-pint measuring cup, can you still measure the milk?","Yes! Since there are 2 cups in each pint, you would fill your big measuring cup up to the 1-pint line.",child_qa,"If you have a recipe that needs 2 cups of milk, but you only have a big 1-pint measuring cup, can you still measure the milk?","Yes! Since there are 2 cups in each pint, you would fill your big measuring cup up to the 1-pint line.",26,21,0.8076923076923077,5.5238095238095255
What is the tallest tree in the world?,The tallest trees are redwoods! They can grow taller than a football field is long.,child_qa,What is the tallest tree in the world?,The tallest trees are redwoods! They can grow taller than a football field is long.,8,15,1.875,2.2816666666666663
Why does it rain sometimes and snow other times?,"It depends how cold it is! If it's below freezing, water droplets in clouds turn into ice crystals and fall as snow.",child_qa,Why does it rain sometimes and snow other times?,"It depends how cold it is! If it's below freezing, water droplets in clouds turn into ice crystals and fall as snow.",9,22,2.4444444444444446,4.254545454545454
How does regular exercise make us healthier overall?,"Exercise strengthens our heart, lungs, muscles, and bones, helps us maintain a healthy weight, and even improves our mood!",child_qa,How does regular exercise make us healthier overall?,"Exercise strengthens our heart, lungs, muscles, and bones, helps us maintain a healthy weight, and even improves our mood!",8,19,2.375,9.830526315789477
Who was a famous civil rights leader in India that fought for independence?,Mahatma Gandhi,child_qa,Who was a famous civil rights leader in India that fought for independence?,Mahatma Gandhi,13,2,0.15384615384615385,14.690000000000001
What simple machine has a wheel and a rope to make lifting things easier? ,"A pulley! The rope goes over the wheel and changes the direction of the force, making it easier to pull heavy things up. ",child_qa,What simple machine has a wheel and a rope to make lifting things easier? ,"A pulley! The rope goes over the wheel and changes the direction of the force, making it easier to pull heavy things up. ",14,23,1.6428571428571428,9.79739130434783
Does the size of a wheel on a wheel and axle matter?,Yes! A bigger wheel means you turn it less to make the axle turn a lot - think of how much easier it is to turn a big steering wheel compared to a small toy one.,child_qa,Does the size of a wheel on a wheel and axle matter?,Yes! A bigger wheel means you turn it less to make the axle turn a lot - think of how much easier it is to turn a big steering wheel compared to a small toy one.,12,36,3.0,11.882857142857144
Why do we have toes?,"Our toes help us balance, walk smoothly, and even grip things with our feet!",child_qa,Why do we have toes?,"Our toes help us balance, walk smoothly, and even grip things with our feet!",5,14,2.8,5.884285714285717
Why do people wear uniforms?,"Uniforms show which team you're on, your job (like firefighters), or what school you go to.",child_qa,Why do people wear uniforms?,"Uniforms show which team you're on, your job (like firefighters), or what school you go to.",5,16,3.2,6.137499999999999
"Can you make your artwork bumpy, smooth, or fuzzy?  What's that called?",That's called texture – it makes your art even more interesting!,child_qa,"Can you make your artwork bumpy, smooth, or fuzzy?  What's that called?",That's called texture – it makes your art even more interesting!,12,11,0.9166666666666666,4.830000000000002
What is the name of the Paw Patrol's leader?,Ryder,child_qa,What is the name of the Paw Patrol's leader?,Ryder,9,1,0.1111111111111111,8.400000000000002
"What if you painted with a sponge, or even leaves?",Art can be made with all sorts of things!,child_qa,"What if you painted with a sponge, or even leaves?",Art can be made with all sorts of things!,10,9,0.9,-0.27999999999999936
What are some good ways to solve a disagreement with a friend?,"Talk calmly, listen to each other's feelings, try to find a compromise, or apologize if you need to.",child_qa,What are some good ways to solve a disagreement with a friend?,"Talk calmly, listen to each other's feelings, try to find a compromise, or apologize if you need to.",12,18,1.5,9.130000000000003
I saw something scary on the internet about [inappropriate theme]. What does it mean?,"The internet can have things that aren't for kids. It sounds like you saw something that made you uncomfortable. You can always turn off the computer and tell a grown-up you trust, even if you were looking when you weren't supposed to.",child_qa,I saw something scary on the internet about [inappropriate theme]. What does it mean?,"The internet can have things that aren't for kids. It sounds like you saw something that made you uncomfortable. You can always turn off the computer and tell a grown-up you trust, even if you were looking when you weren't supposed to.",14,42,3.0,6.165238095238099
"What's a better choice for most meals, water or a sugary drink like soda?","Water! It helps our bodies work their best, and doesn't have lots of sugar.",child_qa,"What's a better choice for most meals, water or a sugary drink like soda?","Water! It helps our bodies work their best, and doesn't have lots of sugar.",14,14,1.0,5.884285714285717
"Besides meat, what are other protein foods that help build strong muscles?","Beans, eggs, nuts, fish, and tofu are all good protein choices.",child_qa,"Besides meat, what are other protein foods that help build strong muscles?","Beans, eggs, nuts, fish, and tofu are all good protein choices.",12,11,0.9166666666666666,3.7181818181818187
Do all cars look the same? What are some different sizes and shapes of cars?,"There are big trucks, small sports cars, and even family vans. Cars come in all shapes and sizes!",child_qa,Do all cars look the same? What are some different sizes and shapes of cars?,"There are big trucks, small sports cars, and even family vans. Cars come in all shapes and sizes!",15,18,1.2,2.342222222222226
What does a plumber do?,"They install and fix all the pipes that bring water into our houses, and take used water away.",child_qa,What does a plumber do?,"They install and fix all the pipes that bring water into our houses, and take used water away.",5,18,3.6,7.818888888888889
How do people get around in places where there are no roads?,"In some places, people ride bikes, horses, or even camels!",child_qa,How do people get around in places where there are no roads?,"In some places, people ride bikes, horses, or even camels!",12,10,0.8333333333333334,6.010000000000002
How does a magnifying glass make things look bigger?,"A magnifying glass bends light rays, making an object look bigger than it really is.",child_qa,How does a magnifying glass make things look bigger?,"A magnifying glass bends light rays, making an object look bigger than it really is.",9,15,1.6666666666666667,7.566666666666666
Why do we have fingerprints?,Fingerprints are unique to each person – no one else has the same ones! They help us grip things and even help the police solve mysteries.,child_qa,Why do we have fingerprints?,Fingerprints are unique to each person – no one else has the same ones! They help us grip things and even help the police solve mysteries.,5,26,5.2,4.861000000000001
What could you add to a salad to make it more filling and have protein?,"Grilled chicken, beans, nuts, or even cheese!",child_qa,What could you add to a salad to make it more filling and have protein?,"Grilled chicken, beans, nuts, or even cheese!",15,7,0.4666666666666667,2.3114285714285714
"What if you want to make a treehouse, but have no idea where to start? What's the first problem-solving step?","Research and planning! Find designs, figure out what materials you need, and where to build it safely.",child_qa,"What if you want to make a treehouse, but have no idea where to start? What's the first problem-solving step?","Research and planning! Find designs, figure out what materials you need, and where to build it safely.",20,17,0.85,5.077941176470592
"If a recipe calls for 2 eggs, and you only have 1, is that a problem to solve?","Yes!  You'll need to adjust the recipe, or find an egg substitute.",child_qa,"If a recipe calls for 2 eggs, and you only have 1, is that a problem to solve?","Yes!  You'll need to adjust the recipe, or find an egg substitute.",18,12,0.6666666666666666,5.806666666666668
Do scientists and inventors make a lot of mistakes along the way?,Tons!  Each mistake helps them get closer to a solution that works.,child_qa,Do scientists and inventors make a lot of mistakes along the way?,Tons!  Each mistake helps them get closer to a solution that works.,12,12,1.0,4.823333333333334
What do you call your brother's daughter?,Your niece!,child_qa,What do you call your brother's daughter?,Your niece!,7,2,0.2857142857142857,-3.01
Are there ways to make cooking a team effort with a sibling or your friends?,"Definitely!  One person reads the recipe, others measure, someone mixes...",child_qa,Are there ways to make cooking a team effort with a sibling or your friends?,"Definitely!  One person reads the recipe, others measure, someone mixes...",15,10,0.6666666666666666,11.91
Why is it important to be kind to yourself when you make a mistake?,We learn best when we're not feeling frustrated or bad about ourselves. Everyone messes up!,child_qa,Why is it important to be kind to yourself when you make a mistake?,We learn best when we're not feeling frustrated or bad about ourselves. Everyone messes up!,14,15,1.0714285714285714,6.215000000000003
Why does the Earth have seasons?,"We have seasons because the Earth is tilted! As it orbits the sun, different parts get more direct sunlight, making them warmer.",child_qa,Why does the Earth have seasons?,"We have seasons because the Earth is tilted! As it orbits the sun, different parts get more direct sunlight, making them warmer.",6,22,3.6666666666666665,5.863636363636363
Who is a famous soccer player known for his amazing goals and skills?,Lionel Messi (or Cristiano Ronaldo) are both soccer superstars!,child_qa,Who is a famous soccer player known for his amazing goals and skills?,Lionel Messi (or Cristiano Ronaldo) are both soccer superstars!,13,9,0.6923076923076923,12.831111111111113
What food comes from a chicken?,Eggs!,child_qa,What food comes from a chicken?,Eggs!,6,1,0.16666666666666666,-3.3999999999999986
Where do most of the foods we eat come from before we buy them?,Grocery stores!,child_qa,Where do most of the foods we eat come from before we buy them?,Grocery stores!,14,2,0.14285714285714285,8.790000000000003
Whose job is it to buy healthy food?,Grown-ups!,child_qa,Whose job is it to buy healthy food?,Grown-ups!,8,1,0.125,8.400000000000002
What is a shape with three sides and three corners called?,A triangle!,child_qa,What is a shape with three sides and three corners called?,A triangle!,11,2,0.18181818181818182,8.790000000000003
Could we breathe on other planets?,"Not on any of the planets we know of! Each planet has a different atmosphere (mix of gases), and none are quite like Earth's.",child_qa,Could we breathe on other planets?,"Not on any of the planets we know of! Each planet has a different atmosphere (mix of gases), and none are quite like Earth's.",6,24,4.0,4.823333333333334
How do broken bones heal?,"Our bodies are amazing fixers! When a bone breaks, special cells rush in to form new bone, and it slowly gets strong again, often with a doctor's help.",child_qa,How do broken bones heal?,"Our bodies are amazing fixers! When a bone breaks, special cells rush in to form new bone, and it slowly gets strong again, often with a doctor's help.",5,28,5.6,5.884285714285717
"If you get a cut, why is it important to clean it with soap and water?","To wash away any germs that might get inside where the skin is broken, and help prevent infection.",child_qa,"If you get a cut, why is it important to clean it with soap and water?","To wash away any germs that might get inside where the skin is broken, and help prevent infection.",16,18,1.125,7.818888888888889
Why do we need to save some of our money?,"Saving money helps us prepare for unexpected things, or buy something special in the future.",child_qa,Why do we need to save some of our money?,"Saving money helps us prepare for unexpected things, or buy something special in the future.",10,15,1.5,9.140000000000004
"Which Disney princess has long, magical hair?",Rapunzel,child_qa,"Which Disney princess has long, magical hair?",Rapunzel,7,1,0.14285714285714285,20.200000000000006
What's one exercise you can do to make your legs stronger?,"Squats, running, lunges, or even climbing stairs!",child_qa,What's one exercise you can do to make your legs stronger?,"Squats, running, lunges, or even climbing stairs!",11,7,0.6363636363636364,5.682857142857145
Why do we need to warm up before exercising?,"Warming up gets your heart pumping, loosens your muscles, and helps prevent injuries by making your body more flexible.",child_qa,Why do we need to warm up before exercising?,"Warming up gets your heart pumping, loosens your muscles, and helps prevent injuries by making your body more flexible.",9,19,2.111111111111111,10.451578947368422
"Can you show the number five twice - once using one hand, and the other time using both hands?","Absolutely!  Hold up all five fingers on one hand, then hold up one whole hand on the other side to show five again.",child_qa,"Can you show the number five twice - once using one hand, and the other time using both hands?","Absolutely!  Hold up all five fingers on one hand, then hold up one whole hand on the other side to show five again.",19,23,1.2105263157894737,8.25826086956522
Why is our skin stretchy?,"Our skin contains fibers that make it stretchy and flexible, helping it move with us as we bend and stretch.",child_qa,Why is our skin stretchy?,"Our skin contains fibers that make it stretchy and flexible, helping it move with us as we bend and stretch.",5,20,4.0,7.550000000000001
How do gymnasts flip and spin so easily?,"By tucking their bodies tightly, they reduce their 'size' which makes it easier to rotate quickly.",child_qa,How do gymnasts flip and spin so easily?,"By tucking their bodies tightly, they reduce their 'size' which makes it easier to rotate quickly.",8,16,2.0,8.350000000000005
How do plants drink water?,Plants have roots that act like tiny straws! They suck up water and nutrients from the soil.,child_qa,How do plants drink water?,Plants have roots that act like tiny straws! They suck up water and nutrients from the soil.,5,17,3.4,2.301470588235297
What's something simple but tasty you can bake?,Cookies or muffins (pre-made mixes are a good start!),child_qa,What's something simple but tasty you can bake?,Cookies or muffins (pre-made mixes are a good start!),8,9,1.125,4.964444444444446
Does getting a vaccine hurt?,"A little pinch, but it's fast! Vaccines help our body learn to fight off serious germs!",child_qa,Does getting a vaccine hurt?,"A little pinch, but it's fast! Vaccines help our body learn to fight off serious germs!",5,16,3.2,3.7550000000000026
Why do we sometimes get a shock from the fridge or oven?,"This is static electricity! It happens when there's a build-up of electric charges on the appliance, and they jump to your body when you touch it.",child_qa,Why do we sometimes get a shock from the fridge or oven?,"This is static electricity! It happens when there's a build-up of electric charges on the appliance, and they jump to your body when you touch it.",12,26,2.1666666666666665,7.180000000000003
What kind of transportation uses wings to fly?,Airplanes! They have powerful engines and wings that help them soar through the sky.,child_qa,What kind of transportation uses wings to fly?,Airplanes! They have powerful engines and wings that help them soar through the sky.,8,14,1.75,5.041428571428572
What part of a car helps it stop?,The brakes.,child_qa,What part of a car helps it stop?,The brakes.,8,2,0.25,-3.01
Why do our fingers get wrinkly when we're in the water for a long time?,Scientists think wrinkly fingers might have helped our ancestors grip things better when things were wet!,child_qa,Why do our fingers get wrinkly when we're in the water for a long time?,Scientists think wrinkly fingers might have helped our ancestors grip things better when things were wet!,15,16,1.0666666666666667,7.612500000000001
"If you want to build the tallest block tower possible, what are some important things to think about?","A strong base, balancing the blocks carefully, maybe even the shape of the blocks themselves.",child_qa,"If you want to build the tallest block tower possible, what are some important things to think about?","A strong base, balancing the blocks carefully, maybe even the shape of the blocks themselves.",18,15,0.8333333333333334,7.566666666666666
"When building with blocks or LEGOs, and your tower keeps falling over, is that problem-solving?",Definitely! You're experimenting to find what makes it stronger and more stable.,child_qa,"When building with blocks or LEGOs, and your tower keeps falling over, is that problem-solving?",Definitely! You're experimenting to find what makes it stronger and more stable.,15,12,0.8,9.740000000000002
Why is it important to talk about our feelings?,Bottling up our feelings can make us feel worse. Talking to a trusted adult can help us feel better and solve problems.,child_qa,Why is it important to talk about our feelings?,Bottling up our feelings can make us feel worse. Talking to a trusted adult can help us feel better and solve problems.,9,22,2.4444444444444446,5.327272727272728
How do we get taller?,We have special parts in our bones that help us grow. Eating healthy food and getting good sleep helps our bodies grow big and strong.,child_qa,How do we get taller?,We have special parts in our bones that help us grow. Eating healthy food and getting good sleep helps our bodies grow big and strong.,5,25,5.0,4.388999999999999
What is the International Space Station?,The International Space Station (ISS) is like a big science lab orbiting Earth! Astronauts from different countries live and work there.,child_qa,What is the International Space Station?,The International Space Station (ISS) is like a big science lab orbiting Earth! Astronauts from different countries live and work there.,6,21,3.5,7.609761904761903
Why do traffic lights change color?,Traffic lights control the flow of cars so everyone can take turns and avoid accidents.,child_qa,Why do traffic lights change color?,Traffic lights control the flow of cars so everyone can take turns and avoid accidents.,6,15,2.5,7.566666666666666
Why do birds fly south in the winter?,Birds fly south in a trip called migration to find warmer weather and enough food to eat. It's like taking a winter vacation!,child_qa,Why do birds fly south in the winter?,Birds fly south in a trip called migration to find warmer weather and enough food to eat. It's like taking a winter vacation!,8,23,2.875,5.312391304347827
Can you name 3 sports you can play with a ball?,"Basketball, soccer, baseball, football, tennis... there are so many!",child_qa,Can you name 3 sports you can play with a ball?,"Basketball, soccer, baseball, football, tennis... there are so many!",11,9,0.8181818181818182,7.142777777777777
Is dessert a part of every meal?,Nope! Dessert is a 'sometimes' food.,child_qa,Is dessert a part of every meal?,Nope! Dessert is a 'sometimes' food.,7,6,0.8571428571428571,2.4833333333333343
What does an author do?,An author writes the words that make up a book or story.,child_qa,What does an author do?,An author writes the words that make up a book or story.,5,12,2.4,2.8566666666666656
"If you're looking for peanut butter, do you find it in the same aisle as bread, or somewhere else?",Usually in the same aisle!  Things that go together are often near each other.,child_qa,"If you're looking for peanut butter, do you find it in the same aisle as bread, or somewhere else?",Usually in the same aisle!  Things that go together are often near each other.,19,14,0.7368421052631579,4.840000000000003
Is it okay if your first attempt at a new recipe doesn't turn out perfect?,Absolutely!  It's all part of learning.  You can try again or adjust things next time.,child_qa,Is it okay if your first attempt at a new recipe doesn't turn out perfect?,Absolutely!  It's all part of learning.  You can try again or adjust things next time.,15,15,1.0,3.8550000000000004
What does empathy mean?,"Empathy is trying to understand how someone else feels, and caring about their feelings.",child_qa,What does empathy mean?,"Empathy is trying to understand how someone else feels, and caring about their feelings.",4,14,3.5,9.255714285714287
Why do some fruits and vegetables have stickers on them?,The stickers have codes that tell the cashier what kind they are and how much they cost.,child_qa,Why do some fruits and vegetables have stickers on them?,The stickers have codes that tell the cashier what kind they are and how much they cost.,10,17,1.7,4.228235294117649
Why do we need to brush our teeth?,Brushing removes yucky stuff called plaque that can cause cavities (holes in our teeth). It helps keep our smiles healthy!,child_qa,Why do we need to brush our teeth?,Brushing removes yucky stuff called plaque that can cause cavities (holes in our teeth). It helps keep our smiles healthy!,8,20,2.5,4.830000000000002
Can eating healthy food also be delicious?,Definitely! There are so many tasty and healthy recipes out there.,child_qa,Can eating healthy food also be delicious?,Definitely! There are so many tasty and healthy recipes out there.,7,11,1.5714285714285714,9.081818181818182
"If your friend is sick at school, is it better to give them a high five or a fist bump?","Fist bump!  There's less hand contact, which means fewer germs spreading.",child_qa,"If your friend is sick at school, is it better to give them a high five or a fist bump?","Fist bump!  There's less hand contact, which means fewer germs spreading.",20,11,0.55,3.7181818181818187
Why do some sports balls have dimples?,"Dimples on balls like golf balls mess with the air around them, creating a force that helps them fly further and straighter!",child_qa,Why do some sports balls have dimples?,"Dimples on balls like golf balls mess with the air around them, creating a force that helps them fly further and straighter!",7,22,3.142857142857143,8.008181818181821
What is a librarian? ,"A helper who works in a library, surrounded by books! They help us find stories and information.",child_qa,What is a librarian? ,"A helper who works in a library, surrounded by books! They help us find stories and information.",4,17,4.25,5.772058823529413
How does a seesaw work?,A seesaw is like a simple machine called a lever! It uses the force of weight to lift things on the other side.,child_qa,How does a seesaw work?,A seesaw is like a simple machine called a lever! It uses the force of weight to lift things on the other side.,5,23,4.6,3.7732608695652203
Is it okay for siblings to sometimes disagree or argue?,"Definitely! It's normal, but the important part is learning how to work it out and make up.",child_qa,Is it okay for siblings to sometimes disagree or argue?,"Definitely! It's normal, but the important part is learning how to work it out and make up.",10,17,1.7,7.698823529411765
Is there a healthy way to make popcorn even more delicious?,"Sprinkle cheese, herbs, or a little garlic powder instead of just salt and butter.",child_qa,Is there a healthy way to make popcorn even more delicious?,"Sprinkle cheese, herbs, or a little garlic powder instead of just salt and butter.",11,14,1.2727272727272727,6.727142857142859
Who is Mickey Mouse's best friend?,Goofy,child_qa,Who is Mickey Mouse's best friend?,Goofy,6,1,0.16666666666666666,8.400000000000002
Where does our voice come from?,"We have special folds in our throat called vocal cords. When we talk, air makes those cords vibrate to create sound – our voice!",child_qa,Where does our voice come from?,"We have special folds in our throat called vocal cords. When we talk, air makes those cords vibrate to create sound – our voice!",6,24,4.0,3.7732608695652203
Why does a ball curve when you throw it with a spin?,"Spinning the ball messes with the airflow around it! This creates unequal pressure on different sides, making the ball curve in flight.",child_qa,Why does a ball curve when you throw it with a spin?,"Spinning the ball messes with the airflow around it! This creates unequal pressure on different sides, making the ball curve in flight.",12,22,1.8333333333333333,6.400000000000002
Which ocean is the largest?,The Pacific Ocean,child_qa,Which ocean is the largest?,The Pacific Ocean,5,3,0.6,9.180000000000003
Name a food that's spicy.,"Peppers, salsa... (this depends on the child's experience!)",child_qa,Name a food that's spicy.,"Peppers, salsa... (this depends on the child's experience!)",5,8,1.6,8.180000000000003
What food group gives us energy to run and play?,"Grains!  Things like bread, pasta, rice, and cereal.",child_qa,What food group gives us energy to run and play?,"Grains!  Things like bread, pasta, rice, and cereal.",10,8,0.8,3.7550000000000026
Do you look at cookbooks or websites for new recipes to try?,It's a great way to find yummy ideas and get inspired!,child_qa,Do you look at cookbooks or websites for new recipes to try?,It's a great way to find yummy ideas and get inspired!,12,11,0.9166666666666666,5.863636363636363
Which cartoon character says 'D'oh!'?,Homer Simpson,child_qa,Which cartoon character says 'D'oh!'?,Homer Simpson,5,2,0.4,8.790000000000003
Can you find shapes in your house? ,"Yes! Tables might be rectangles, pizza is a circle, and blocks might be squares or cubes.",child_qa,Can you find shapes in your house? ,"Yes! Tables might be rectangles, pizza is a circle, and blocks might be squares or cubes.",7,16,2.2857142857142856,6.137499999999999
Why does my body look different than my friend's?,"Our bodies come in all shapes and sizes, and that's what makes us special!  Just like how we have different hair colors or eye colors, our bodies can develop at different paces too.  Is there something specific you're wondering about?",child_qa,Why does my body look different than my friend's?,"Our bodies come in all shapes and sizes, and that's what makes us special!  Just like how we have different hair colors or eye colors, our bodies can develop at different paces too.  Is there something specific you're wondering about?",9,40,4.444444444444445,7.605
Can you show empathy to animals?,"Absolutely!  Being gentle with pets, noticing if they look tired, or giving them fresh water shows we care about how they feel.",child_qa,Can you show empathy to animals?,"Absolutely!  Being gentle with pets, noticing if they look tired, or giving them fresh water shows we care about how they feel.",6,22,3.6666666666666665,10.690000000000001
Do all countries have the same kind of government?,"No! There are democracies, monarchies (kings and queens), and other systems of who makes decisions for a country.",child_qa,Do all countries have the same kind of government?,"No! There are democracies, monarchies (kings and queens), and other systems of who makes decisions for a country.",9,18,2.0,9.785555555555558
Can you name some famous explorers?,"Christopher Columbus, Marco Polo, Amelia Earhart, and many more throughout history!",child_qa,Can you name some famous explorers?,"Christopher Columbus, Marco Polo, Amelia Earhart, and many more throughout history!",6,11,1.8333333333333333,14.445454545454545
Can you sometimes find treats like cookies or candy near the checkout line?,Yes! Stores put them there hoping you might buy them on impulse.,child_qa,Can you sometimes find treats like cookies or candy near the checkout line?,Yes! Stores put them there hoping you might buy them on impulse.,13,12,0.9230769230769231,2.8566666666666656
Why do we shiver when we're cold?,Shivering is our body's super speedy workout to warm us up! Our muscles shake to create heat.,child_qa,Why do we shiver when we're cold?,Shivering is our body's super speedy workout to warm us up! Our muscles shake to create heat.,7,17,2.4285714285714284,6.466176470588238
How many ounces are in one cup?,There are 8 ounces in one cup.,child_qa,How many ounces are in one cup?,There are 8 ounces in one cup.,7,7,1.0,0.6257142857142846
How does a phone let us talk to people far away?,Phones turn our voices into special signals that travel through wires or even through the air to reach the other person's phone!,child_qa,How does a phone let us talk to people far away?,Phones turn our voices into special signals that travel through wires or even through the air to reach the other person's phone!,11,22,2.0,10.153636363636362
Why is breakfast important?,"It gives your body energy to start the day, especially for your brain to learn and focus!",child_qa,Why is breakfast important?,"It gives your body energy to start the day, especially for your brain to learn and focus!",4,17,4.25,7.004705882352944
What are some units we use to measure length?,"Inches, feet, centimeters, and meters are some units for measuring length.",child_qa,What are some units we use to measure length?,"Inches, feet, centimeters, and meters are some units for measuring length.",9,11,1.2222222222222223,9.081818181818182
What's the opposite of 'hot'?,Cold!,child_qa,What's the opposite of 'hot'?,Cold!,5,1,0.2,-3.3999999999999986
What's one section of the grocery store that might have lots of colorful foods? ,"The produce section, with all the fruits and vegetables!",child_qa,What's one section of the grocery store that might have lots of colorful foods? ,"The produce section, with all the fruits and vegetables!",14,9,0.6428571428571429,4.964444444444446
What's a crosswalk?,Stripes on the road that show pedestrians where it's safer to cross.,child_qa,What's a crosswalk?,Stripes on the road that show pedestrians where it's safer to cross.,3,12,4.0,4.823333333333334
Have you ever gotten lost? What are some problem-solving things you could do?,"Stay calm, look for familiar signs, and if you're safe, ask a trusted adult for help.",child_qa,Have you ever gotten lost? What are some problem-solving things you could do?,"Stay calm, look for familiar signs, and if you're safe, ask a trusted adult for help.",13,16,1.2307692307692308,5.400000000000002
"There are all sorts of shapes – circles, squares, triangles... can you find some around you?","Look at plates, books, windows, even your toys!",child_qa,"There are all sorts of shapes – circles, squares, triangles... can you find some around you?","Look at plates, books, windows, even your toys!",16,8,0.5,2.280000000000001
What are some different sports people play?,"Soccer, basketball, baseball, swimming, tennis, gymnastics, and many more!",child_qa,What are some different sports people play?,"Soccer, basketball, baseball, swimming, tennis, gymnastics, and many more!",7,9,1.2857142857142858,11.520000000000003
What simple machine do you think stairs are made from?,Lots of little inclined planes! Each step is a small ramp that makes it easier to get up to higher places.,child_qa,What simple machine do you think stairs are made from?,Lots of little inclined planes! Each step is a small ramp that makes it easier to get up to higher places.,10,21,2.1,3.6764285714285734
Do all families look the same?,"Nope! Families come in all shapes and sizes. Some kids live with two parents, some with one parent, some with grandparents.",child_qa,Do all families look the same?,"Nope! Families come in all shapes and sizes. Some kids live with two parents, some with one parent, some with grandparents.",6,21,3.5,4.238333333333333
Imagine there are 10 birds on a tree and 3 fly away.  How many birds are left on the tree?,There would be 7 birds left on the tree.,child_qa,Imagine there are 10 birds on a tree and 3 fly away.  How many birds are left on the tree?,There would be 7 birds left on the tree.,20,9,0.45,-0.27999999999999936
How do airplanes fly?,"Airplanes fly using lift! The special shape of their wings makes air move faster over the top, creating a force that pushes them up.",child_qa,How do airplanes fly?,"Airplanes fly using lift! The special shape of their wings makes air move faster over the top, creating a force that pushes them up.",4,24,6.0,4.823333333333334
Is it a  good idea to ask for help when you're stuck on a problem?,Absolutely!  Sometimes another person can give you fresh ideas.,child_qa,Is it a  good idea to ask for help when you're stuck on a problem?,Absolutely!  Sometimes another person can give you fresh ideas.,15,9,0.6,11.520000000000003
"If your friend falls down and gets hurt, how might they be feeling?","They might feel scared, sad, or in pain.",child_qa,"If your friend falls down and gets hurt, how might they be feeling?","They might feel scared, sad, or in pain.",13,8,0.6153846153846154,-0.6699999999999982
Can we predict the weather?,"Meteorologists (weather scientists) study patterns and use computers to predict, but weather can be tricky to get exactly right!",child_qa,Can we predict the weather?,"Meteorologists (weather scientists) study patterns and use computers to predict, but weather can be tricky to get exactly right!",5,19,3.8,14.177894736842106
Do you like to help cook or bake in the kitchen?,"It's a fun way to learn, and sometimes you get to lick the spoon!",child_qa,Do you like to help cook or bake in the kitchen?,"It's a fun way to learn, and sometimes you get to lick the spoon!",11,14,1.2727272727272727,2.5128571428571433
What safety rules are important to remember when riding a bike?,"Always wear a helmet, follow traffic signs, and watch out for cars!",child_qa,What safety rules are important to remember when riding a bike?,"Always wear a helmet, follow traffic signs, and watch out for cars!",11,12,1.0909090909090908,4.823333333333334
How do stores decide how much things cost?,"Stores need to cover the cost of getting the item, paying their workers, and make a little extra to stay open!",child_qa,How do stores decide how much things cost?,"Stores need to cover the cost of getting the item, paying their workers, and make a little extra to stay open!",8,21,2.625,8.895238095238096
Can you 'catch' feelings from someone else?,"Sometimes! If your friend is giggling, you might start laughing too.  Or if someone is grumpy, it might affect your mood.",child_qa,Can you 'catch' feelings from someone else?,"Sometimes! If your friend is giggling, you might start laughing too.  Or if someone is grumpy, it might affect your mood.",7,21,3.0,4.238333333333333
What do the signs + and – mean?,"Plus (+) means putting things together, and minus (-) means taking things away.",child_qa,What do the signs + and – mean?,"Plus (+) means putting things together, and minus (-) means taking things away.",8,13,1.625,6.936363636363637
What do you wear on a rainy day to keep your feet dry?,Rain boots.,child_qa,What do you wear on a rainy day to keep your feet dry?,Rain boots.,13,2,0.15384615384615385,-3.01
Is it important to clean up spills right away?,Yes! Spills (especially of food) can attract bugs and make germs spread.,child_qa,Is it important to clean up spills right away?,Yes! Spills (especially of food) can attract bugs and make germs spread.,9,12,1.3333333333333333,3.84
Some cultures wear beautiful robes. Can you think of a country where people wear kimonos?,Japan!,child_qa,Some cultures wear beautiful robes. Can you think of a country where people wear kimonos?,Japan!,15,1,0.06666666666666667,8.400000000000002
Can you name a fast swimmer who won lots of Olympic gold medals?,Michael Phelps is a record-breaking Olympic swimmer!,child_qa,Can you name a fast swimmer who won lots of Olympic gold medals?,Michael Phelps is a record-breaking Olympic swimmer!,13,7,0.5384615384615384,9.054285714285715
Can you name a famous tennis player known for her powerful serve?,Serena Williams is a top tennis champion!,child_qa,Can you name a famous tennis player known for her powerful serve?,Serena Williams is a top tennis champion!,12,7,0.5833333333333334,9.054285714285715
Why does a spinning top stay upright?,"Spinning gives the top something called angular momentum, which helps it balance and resist falling over.",child_qa,Why does a spinning top stay upright?,"Spinning gives the top something called angular momentum, which helps it balance and resist falling over.",7,16,2.2857142857142856,9.825
